STC.PERSON.ID,STC.TERM,STUDENT.ACAD.CRED.ID,STC.CRED,STC.ACAD.LEVEL,STC.COURSE.LEVEL,STC.VERIFIED.GRADE,STC.SECTION.NO,STC.COURSE.SECTION,STC.STATUS,EffectiveDatetime
5003491,NULL,3788933,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5003491,NULL,3788934,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5003491,NULL,3788935,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5003491,NULL,3788936,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5003491,NULL,3788937,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5003491,NULL,3788938,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5003491,NULL,3788939,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:10Z
5031433,2019SP,3788962,3,CU,AAS,1,IN1,31724,N,2020-02-01T02:02:01Z
5082182,NULL,3788963,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788964,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788965,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788966,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788967,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788968,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788969,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788970,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788971,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788972,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5082182,NULL,3788973,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:11Z
5021920,2019SP,3788976,3,CU,CAA,2,01,31787,N,2020-02-01T02:02:01Z
5021920,2019SP,3788977,3,CU,CAA,2,IN1,31786,N,2020-02-01T02:02:01Z
5021920,2019SP,3788979,4,CU,CAA,1,01,31622,N,2020-02-01T02:02:01Z
5021920,2019SP,3788982,3,CU,CAA,2,03,32034,N,2020-02-01T02:02:01Z
5083569,NULL,3788988,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:11Z
5083569,NULL,3788989,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:11Z
5083569,NULL,3788990,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:11Z
5093676,2019SP,3788998,4,CU,CAA,27,02,31922,W,2020-02-01T02:02:01Z
5093676,2019SP,3789000,3,CU,CAA,NULL,IN1,31928,X,2020-02-01T02:02:01Z
5093676,2019SP,3789014,2,CU,DEV,NULL,INA1,32142,X,2020-02-01T02:02:01Z
5018069,NULL,3789018,3,CU,AAS,29,NULL,,TR,2020-01-31T18:00:12Z
5018069,NULL,3789019,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789022,1,CU,AAS,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789023,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789024,1,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789032,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789033,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789034,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789035,4,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789036,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789037,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789038,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789039,2,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789040,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789041,4,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789042,1,CU,AAS,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789043,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789044,4,CU,AAS,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789045,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789046,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789047,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789048,4,CU,AAS,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789049,3,CU,AAS,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789050,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5051304,NULL,3789051,3,CU,CAA,29,NULL,,TR,2020-01-31T18:00:12Z
5045694,2019SP,3789081,3,CU,AAS,1,IN1,31726,N,2020-02-01T02:02:01Z
5046253,2019SP,3789086,3,CU,CAA,3,IN1,31723,N,2020-02-01T02:02:01Z
5046253,2019SP,3789087,3,CU,CAA,2,IN2,32030,N,2020-02-01T02:02:01Z
5046253,2019SP,3789088,3,CU,CAA,3,IN2,32310,N,2020-02-01T02:02:01Z
5059859,NULL,3789100,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:13Z
5059859,NULL,3789101,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:13Z
5027641,2019SP,3789105,4,CU,CAA,NULL,IN1,32055,X,2020-02-01T02:02:01Z
5027641,2019SP,3789106,3,CU,CAA,1,IN1,32045,N,2020-02-01T02:02:01Z
5027641,2019SP,3789107,3,CU,CAA,1,IN1,32064,N,2020-02-01T02:02:01Z
5027641,2019SP,3789110,1,CU,CAA,NULL,INA1,31795,X,2020-02-01T02:02:01Z
5024711,NULL,3789133,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789134,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789135,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789137,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789138,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789139,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789140,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789142,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789143,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789144,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5024711,NULL,3789145,1,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:14Z
5016048,2019SP,3789156,1,CU,AAS,1,PWA1,32128,N,2020-02-01T02:02:01Z
5053395,2019SP,3789177,3,CU,AAS,2,IN1,31744,N,2020-02-01T02:02:01Z
5053395,2019SP,3789178,2,CU,AAS,3,IN1,31748,N,2020-02-01T02:02:01Z
5053395,2019SP,3789181,2,CU,AAS,NULL,INA1,32270,X,2020-02-01T02:02:01Z
5053395,2019SP,3789183,3,CU,CAA,3,01,32013,N,2020-02-01T02:02:01Z
5059859,2019SP,3789196,1,CU,CAA,27,INA1,31795,W,2020-02-01T02:02:01Z
5059859,2019SP,3789201,3,CU,CAA,27,IN2,32310,W,2020-02-01T02:02:01Z
5059859,2019SP,3789203,3,CU,CAA,27,IN1,32001,W,2020-02-01T02:02:01Z
5059859,2019SP,3789205,3,CU,CAA,27,IN1,32068,W,2020-02-01T02:02:01Z
5059859,2019SP,3789215,3,CU,CAA,NULL,IN1,31997,D,2020-02-01T02:02:01Z
5053971,2019SP,3789217,2,CU,CAA,1,H02,31938,N,2020-02-01T02:02:01Z
5013092,NULL,3789263,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789264,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789265,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789266,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789267,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789268,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789269,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789270,1,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789271,3,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789272,3,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5013092,NULL,3789273,3,CU,DEV,44,NULL,,NC,2018-12-04T02:35:23Z
5077888,2019SP,3789351,3,CU,AAS,6,IN1,31726,N,2020-02-01T02:02:01Z
5077888,2019SP,3789352,3,CU,CAA,4,IN1,31723,N,2020-02-01T02:02:01Z
5077888,2019SP,3789353,3,CU,AAS,6,IN1,32231,N,2020-02-01T02:02:01Z
5064684,2019SP,3789355,3,CU,CAA,3,02,32052,N,2020-02-01T02:02:01Z
5098443,2018CE3,3789356,0,CE,CCE,33,60287,32363,N,2020-01-31T18:00:18Z
5064684,2019SP,3789358,3,CU,CAA,27,01,31797,W,2020-02-01T02:02:01Z
5064684,2019SP,3789360,3,CU,CAA,3,05,32026,N,2020-02-01T02:02:01Z
5064684,2019SP,3789364,3,CU,CAA,3,01,31985,N,2020-02-01T02:02:01Z
5094972,2018CE3,3789368,0,CE,CCE,33,60287,32363,N,2020-01-31T18:00:18Z
5064684,2019SP,3789370,3,CU,CAA,4,IN1,32068,N,2020-02-01T02:02:01Z
5046357,NULL,3791169,1,CU,DEV,44,NULL,,NC,2020-01-31T18:00:54Z
5046357,NULL,3791170,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:54Z
5046357,NULL,3791171,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:54Z
5046357,NULL,3791172,3,CU,DEV,44,NULL,,NC,2020-01-31T18:00:54Z
5083959,NULL,3791213,4,CU,CAA,29,NULL,,TR,2020-01-31T18:00:55Z
5083959,2019SP,3791215,2,CU,AAS,1,A2,32408,N,2020-02-01T02:02:05Z
5080576,2019SP,3791235,2,CU,AAS,1,A2,32408,N,2020-02-01T02:02:05Z
5080576,2019SP,3791237,3,CU,AAS,4,N2,32404,N,2020-02-01T02:02:05Z
5005780,2019SP,3791264,4,CU,AAS,1,IN1,31716,N,2020-02-01T02:02:05Z
5037174,2019SP,3791271,3,CU,AAS,2,IN1,31714,N,2020-02-01T02:02:05Z
5037174,2019SP,3791273,3,CU,AAS,1,IN1,32160,N,2020-02-01T02:02:05Z
5023355,2019SP,3791275,3,CU,CAA,2,01,31797,N,2020-02-01T02:02:05Z
5039632,2019SP,3791305,3,CU,AAS,1,IN1,31727,N,2020-02-01T02:02:05Z
5061231,2019SP,3791319,3,CU,DEV,27,IN1,32147,W,2020-02-01T02:02:05Z
5002627,2019SP,3791333,4,CU,AAS,NULL,IN1,31716,X,2020-02-01T02:02:05Z
5064172,2019SP,3791334,3,CU,AAS,3,W2,32411,N,2020-02-01T02:02:05Z
5064172,2019SP,3791335,3,CU,AAS,4,02,32412,N,2020-02-01T02:02:05Z
5013390,2019SP,3791342,3,CU,AAS,1,IN1,31682,N,2020-02-01T02:02:05Z
5061632,NULL,3791346,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:58Z
5061632,NULL,3791347,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:58Z
5061632,NULL,3791348,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:00:58Z
5010090,2019SP,3791367,3,CU,AAS,6,IN1,31726,N,2020-02-01T02:02:05Z
5004879,2019SP,3791371,3,CU,CAA,27,IN2,31635,W,2020-02-01T02:02:05Z
5004879,2019SP,3791372,3,CU,CAA,27,IN1,31928,W,2020-02-01T02:02:05Z
5005644,2019SP,3791377,3,CU,CAA,3,01,31633,N,2020-02-01T02:02:05Z
5005644,2019SP,3791378,3,CU,AAS,27,IN1,31680,W,2020-02-01T02:02:05Z
5015759,2019SP,3791425,3,CU,CAA,2,IN1,32001,N,2020-02-01T02:02:05Z
5015759,2019SP,3791427,3,CU,CAA,NULL,IN1,31628,X,2020-02-01T02:02:05Z
5015759,2019SP,3791428,3,CU,CAA,NULL,IN1,31629,X,2020-02-01T02:02:05Z
5015759,2019SP,3791429,3,CU,CAA,NULL,IN1,32045,X,2020-02-01T02:02:05Z
5075533,2019SP,3791430,4,CU,AAS,1,IN2,31717,N,2020-02-01T02:02:05Z
5075533,2019SP,3791431,3,CU,CAA,2,INA1,31722,N,2020-02-01T02:02:05Z
5071020,NULL,3791458,3,CU,CAA,NULL,NULL,,NC,2020-01-31T18:01:00Z
5046357,NULL,3791501,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:01Z
5046357,NULL,3791502,3,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:01Z
5061632,2019SP,3791508,3,CU,AAS,1,IN1,31726,N,2020-02-01T02:02:05Z
5058988,2019SP,3791524,4,CU,CAA,2,IN1,32058,N,2020-02-01T02:02:05Z
5035871,2019SP,3791570,1,CU,CAA,4,IN1,31794,N,2020-02-01T02:02:05Z
5099121,2018CE3,3791594,0,CE,CCE,33,30306,32390,N,2020-01-31T18:01:03Z
5099121,2018CE3,3791618,0,CE,CCE,15,30276,32328,N,2020-01-31T18:01:03Z
5028791,2019SP,3791668,3,CU,CAA,NULL,INA1,31989,X,2020-02-01T02:02:05Z
5048029,2018CE3,3791737,0,CE,CCE,33,90074,32284,N,2020-01-31T18:01:06Z
5019549,2019SP,3791743,3,CU,CAA,1,IN2,32030,N,2020-02-01T02:02:06Z
5019549,2019SP,3791744,3,CU,CAA,1,IN1,31723,N,2020-02-01T02:02:06Z
5092424,2018CE3,3791771,0,CE,CCE,33,60298,32415,N,2020-01-31T18:01:06Z
5084169,2019SP,3791855,3,CU,CAA,27,IN2,32030,W,2020-02-01T02:02:06Z
5021793,2019SP,3791870,3,CU,CAA,1,IN1,31786,N,2020-02-01T02:02:06Z
5002627,2019SP,3791871,4,CU,AAS,6,IN2,31717,N,2020-02-01T02:02:06Z
5089610,2019SP,3791877,3,CU,CAA,2,IN1,31721,N,2020-02-01T02:02:06Z
5075430,2019SP,3791916,2,CU,AAS,2,IN1,31748,N,2020-02-01T02:02:06Z
5055321,2019SP,3791917,4,CU,CAA,4,IN1,32058,N,2020-02-01T02:02:06Z
5055567,2019SP,3791981,3,CU,CAA,1,02,32077,N,2020-02-01T02:02:06Z
5023288,2019SP,3791986,3,CU,CAA,27,01,31797,W,2020-02-01T02:02:06Z
5023288,2019SP,3791987,3,CU,CAA,1,01,31985,N,2020-02-01T02:02:06Z
5023288,2019SP,3791988,1,CU,CAA,2,W2,31793,N,2020-02-01T02:02:06Z
5023288,2019SP,3791990,3,CU,CAA,NULL,02,31986,X,2020-02-01T02:02:06Z
5023288,2019SP,3791991,3,CU,DEV,27,IN1,32150,W,2020-02-01T02:02:06Z
5023288,2019SP,3791992,3,CU,CAA,NULL,01,32083,X,2020-02-01T02:02:06Z
5023288,2019SP,3791995,3,CU,CAA,3,01,32066,N,2020-02-01T02:02:06Z
5022008,NULL,3791999,3,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5022008,NULL,3792000,3,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5022008,NULL,3792001,3,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5004879,2019SP,3792008,1,CU,AAS,27,IN2,32410,W,2020-02-01T02:02:06Z
5071020,2019SP,3792009,3,CU,CAA,1,03,32015,N,2020-02-01T02:02:06Z
5076449,2019SP,3792045,3,CU,DEV,43,INA1,32151,N,2020-02-01T02:02:06Z
5024997,NULL,3792058,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5024997,NULL,3792059,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5024997,NULL,3792060,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5024997,NULL,3792061,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5024997,NULL,3792062,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5017757,2019SP,3792066,3,CU,CAA,NULL,IN1,31805,D,2020-02-01T02:02:06Z
5099121,2018CE3,3792070,0,CE,CCE,33,30307,32393,N,2020-01-31T18:01:13Z
5022008,NULL,3792074,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5022008,NULL,3792075,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5022008,NULL,3792076,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
5022008,NULL,3792077,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:02:06Z
